,exchangeRate,istVol,marketValue,negotiableValue,profitRate,trdAmt,trdTm,trdVol,searchDate
3808,0.8009,969,175427.23,156407.17,11.48,1701.82,749.32,1966934.79,2014-10-14
3809,0.8302,970,176533.52,157453.29,11.55,1725.12,734.82,2039879.98,2014-10-15
3810,1.0156,970,175299.89,156440.86,11.47,2046.95,871.52,2495621.57,2014-10-16
3811,0.8639,970,174193.31,155479.55,11.4,1794.41,825.59,2122850.35,2014-10-17
3812,0.6502,970,175348.52,156462.49,11.48,1417.7,618.3,1597901.69,2014-10-20
3813,0.6853,970,174094.52,155259.91,11.4,1465.68,651.61,1684186.49,2014-10-21
3814,0.6237,970,173122.51,154431.53,11.34,1388.19,609.57,1533183.97,2014-10-22
3815,0.6628,970,171323.81,152825.71,11.22,1409.11,639.39,1629147.78,2014-10-23
3816,0.5365,970,171173.34,152684.19,11.22,1142.28,520.74,1318712.55,2014-10-24
3817,0.5294,970,170447.19,152073.97,11.16,1135.71,512.07,1302040.39,2014-10-27
3818,0.7279,970,174012.4,155164.69,11.39,1584.81,665.78,1790222.3,2014-10-28
3819,1.0803,970,176604.16,157521.41,11.56,2254.73,916.33,2657586.6,2014-10-29
3820,1.1984,970,177982.71,158799.56,11.65,2268.36,944.53,2948673.94,2014-10-30
3821,1.3239,971,180185.5,160875.83,11.8,2500.33,994.43,3257596.02,2014-10-31
3822,1.2156,971,180916.03,161423.05,11.84,2277.31,911.29,2991318.56,2014-11-03
3823,1.2572,972,180987.29,161468.57,11.84,2274.92,953.1,3093664.31,2014-11-04
3824,1.0717,973,180198.11,160623.5,11.79,2022.01,835.31,2637229.01,2014-11-05
3825,0.9034,974,180727.25,160851.32,11.83,1799.95,765.22,2223245.56,2014-11-06
3826,1.187,975,180217.18,160314.91,11.79,2448.14,963.75,2921501.14,2014-11-07
3827,1.2229,975,184382.65,164085.6,12.07,2456.14,919.04,3010008.94,2014-11-10
3828,1.6736,976,184116.85,164172.14,12.06,3314.95,1255.39,4119285.64,2014-11-11
3829,1.0295,976,186035.4,165700.38,12.19,2163.26,839.02,2534017.94,2014-11-12
3830,1.1993,976,185415.14,165234.1,12.15,2585.53,995.47,2952043.22,2014-11-13
3831,0.9103,976,184929.79,164931.89,12.12,1948.25,776.37,2240699.37,2014-11-14
3832,0.877,976,184542.26,164493.18,12.09,1994.65,767.03,2158882.13,2014-11-17
3833,0.8182,976,183271.72,163191.72,12.0,1750.27,729.08,2014093.7,2014-11-18
3834,0.7574,976,182924.57,162873.28,11.98,1673.68,705.03,1864852.31,2014-11-19
3835,0.6792,976,183089.15,162952.81,11.99,1523.87,638.58,1672202.21,2014-11-20
3836,0.8645,976,185643.5,165234.5,12.16,1985.61,779.5,2128628.18,2014-11-21
3837,1.4744,976,189122.09,168330.25,12.39,3302.18,1159.7,3630571.5,2014-11-24
3838,1.2742,976,191717.17,170621.34,12.56,2819.88,1107.04,3137738.12,2014-11-25
3839,1.3691,976,194488.49,173123.71,12.75,3169.87,1178.56,3371536.74,2014-11-26
3840,1.4773,977,196486.58,174990.5,12.88,3391.99,1259.66,3638961.99,2014-11-27
3841,1.8938,977,200417.93,178856.19,13.14,4031.78,1424.91,4665077.59,2014-11-28
3842,1.8132,977,200243.3,178876.5,13.13,4014.31,1378.44,4467290.09,2014-12-01
3843,1.7782,977,206494.68,184616.78,13.55,3976.41,1350.24,4381126.29,2014-12-02
3844,2.2793,978,207750.49,185652.24,13.63,5298.13,1801.9,5616312.27,2014-12-03
3845,2.1595,979,216784.36,194089.87,14.23,5091.0,1693.64,5321199.26,2014-12-04
3846,2.5968,980,219709.16,197156.11,14.44,6392.08,2057.29,6398890.28,2014-12-05
3847,2.3853,980,226069.72,202765.68,14.86,5943.1,1830.33,5877674.42,2014-12-08
3848,3.1338,981,214129.37,191529.02,14.06,7931.7,2547.86,7722685.03,2014-12-09
3849,2.0814,981,220442.21,196980.92,14.49,5356.8,1728.98,5129233.57,2014-12-10
3850,1.96,982,219506.38,195900.57,14.41,4820.53,1698.05,4834144.18,2014-12-11
3851,1.6654,982,220481.88,196807.92,14.48,4217.91,1492.34,4108872.9,2014-12-12
3852,1.6356,982,221635.71,197717.57,14.55,4159.29,1514.55,4036438.79,2014-12-15
3853,1.8419,982,226817.26,202978.38,14.9,4941.51,1658.94,4548009.38,2014-12-16
3854,2.2031,982,229795.61,205998.36,15.1,5821.7,1917.9,5442014.45,2014-12-17
3855,1.7748,982,229527.02,205545.48,15.07,4680.18,1583.54,4383867.17,2014-12-18
3856,2.1191,982,233356.4,209157.08,15.32,5166.37,1862.4,5234532.8,2014-12-19
3857,2.7512,982,234746.57,211128.48,15.43,6249.22,2160.71,6800370.41,2014-12-22
3858,1.7795,982,227641.07,204532.45,14.96,4207.88,1504.36,4398522.55,2014-12-23
3859,1.5287,982,223168.69,200088.18,14.65,3796.44,1382.91,3778896.82,2014-12-24
3860,1.5336,982,230707.09,207001.51,15.15,3803.02,1325.56,3791041.44,2014-12-25
3861,1.8701,982,236829.38,212985.97,15.58,4897.52,1629.72,4622928.04,2014-12-26
3862,2.0676,983,237946.77,214500.33,15.64,5570.67,1800.31,5116453.31,2014-12-29
3863,1.6096,984,237890.0,214648.94,15.64,4383.12,1492.74,3985621.28,2014-12-30
3864,1.6469,986,243102.74,219624.59,15.99,4347.16,1393.25,4078248.0,2014-12-31
3865,2.1486,986,252101.17,228118.12,16.58,5504.19,1800.61,5321699.55,2015-01-05
3866,2.0226,986,252786.78,228171.9,16.58,5321.07,1817.54,5011328.74,2015-01-06
3867,1.5779,986,255335.53,230528.08,16.73,4376.38,1502.26,3927179.48,2015-01-07
3868,1.4889,986,249324.28,224893.74,16.32,3991.92,1525.04,3708686.64,2015-01-08
3869,1.6466,986,248813.48,224422.03,16.29,4588.48,1564.76,4101869.04,2015-01-09
3870,1.2930000000000001,986,244560.59,220616.54,16.02,3665.2,1341.12,3221297.95,2015-01-12
3871,0.9268,986,245017.01,220948.66,16.05,2738.76,981.87,2309065.45,2015-01-13
3872,0.9641,986,244239.59,220394.4,16.0,2673.8,979.65,2402272.35,2015-01-14
3873,1.1365,986,252942.41,228729.34,16.58,3312.41,1132.28,2835608.22,2015-01-15
3874,1.3674,986,255986.14,231524.43,16.78,3932.31,1275.55,3411728.83,2015-01-16
3875,1.6054,986,236216.96,213134.27,15.47,4095.46,1575.3,4005794.88,2015-01-19
3876,1.4351,987,240536.07,216814.21,15.75,4171.32,1390.28,3581083.25,2015-01-20
3877,1.6461,988,252112.17,227516.15,16.51,4738.02,1563.95,4107594.57,2015-01-21
3878,1.4166,990,253646.38,228830.73,16.6,4084.19,1434.45,3536470.56,2015-01-22
3879,1.4652,991,254323.46,229700.53,16.64,4210.42,1466.33,3660326.08,2015-01-23
3880,1.2706,993,256768.51,231829.01,16.8,3586.19,1284.95,3174264.52,2015-01-26
3881,1.5005,995,254612.73,229534.96,16.65,4187.55,1585.05,3749740.52,2015-01-27
3882,1.2094,997,251213.25,226424.82,16.42,3420.73,1304.17,3025604.47,2015-01-28
3883,1.0974,998,247999.25,223347.79,16.2,2967.52,1163.04,2745417.79,2015-01-29
3884,1.0325,998,244125.78,219722.9,15.94,2842.85,1125.0,2582968.63,2015-01-30
3885,1.0049,998,237956.63,213903.91,15.54,2676.35,1042.32,2514022.77,2015-02-02
3886,0.9943,998,243901.97,219409.31,15.93,2842.74,1002.55,2487698.91,2015-02-03
3887,0.9968,998,241596.93,217208.64,15.78,2914.92,1031.45,2494183.17,2015-02-04
3888,1.2237,998,238784.85,214617.0,15.59,3483.48,1199.03,3062028.8,2015-02-05
3889,0.9879,998,234156.74,210401.86,15.29,2671.14,1038.78,2471975.7,2015-02-06
3890,0.8269,998,235637.72,211858.09,15.39,2414.58,859.9,2069371.56,2015-02-09
3891,0.7766,998,239176.04,215142.34,15.63,2258.35,778.37,1943711.07,2015-02-10
3892,0.7274,998,240478.86,216127.83,15.71,2232.41,745.25,1820402.5,2015-02-11
3893,0.7843,998,241744.93,217199.12,15.78,2315.79,823.62,1963308.32,2015-02-12
3894,1.0462,998,244066.31,219143.55,15.93,2956.83,1004.41,2618890.54,2015-02-13
3895,0.8936,998,245681.77,220583.22,16.03,2664.2,914.93,2240444.08,2015-02-16
3896,0.9102,1002,247811.98,222469.55,16.16,2636.1,905.48,2284936.9,2015-02-17
3897,0.9276,1003,247439.55,221745.49,16.13,2649.56,995.97,2330142.92,2015-02-25
3898,1.1993,1005,253174.61,226585.95,16.5,3345.24,1221.9,3013332.57,2015-02-26
3899,1.1908,1006,254226.49,227298.96,16.57,3352.67,1225.6,2991967.89,2015-02-27
3900,1.3854,1008,256346.01,229072.35,16.7,4114.26,1432.72,3481510.21,2015-03-02
3901,1.5201,1009,250857.1,223789.09,16.33,4422.38,1696.06,3821297.96,2015-03-03
3902,1.1718,1009,252307.69,224846.5,16.42,3498.25,1305.67,2945796.04,2015-03-04
3903,1.278,1009,250004.44,222480.59,16.26,3746.75,1441.15,3212820.12,2015-03-05
3904,1.1254,1009,249624.08,222217.19,16.22,3304.05,1264.1,2829750.68,2015-03-06
3905,1.2787,1009,254328.12,226688.12,16.53,3608.59,1336.25,3216885.29,2015-03-09
3906,1.1443,1009,253030.96,225300.04,16.44,3326.1,1239.18,2878697.48,2015-03-10
3907,1.1211,1009,253611.45,227325.48,16.47,3284.34,1235.4,2838396.12,2015-03-11
3908,1.4144,1009,258116.61,231584.98,16.77,4081.84,1449.77,3580966.1,2015-03-12
3909,1.2985,1009,260128.73,233301.49,16.9,3747.07,1358.18,3289602.31,2015-03-13
3910,1.5754,1009,266033.2,238637.07,17.28,4804.49,1624.7,3993353.94,2015-03-16
3911,2.0548,1009,270211.5,242368.45,17.55,6020.21,2084.37,5208870.02,2015-03-17
3912,2.1509,1009,275910.01,247736.57,17.92,6179.54,2103.21,5453521.9,2015-03-18
3913,2.1199,1012,276482.73,248210.62,17.94,6139.29,2194.09,5380309.77,2015-03-19
3914,2.0364,1015,279312.92,250660.17,18.13,6540.23,2127.36,5168698.29,2015-03-20
3915,2.1143,1016,285580.69,255633.75,18.52,6627.12,2140.06,5368839.76,2015-03-23
3916,2.5201,1017,285991.31,255935.47,18.54,7579.34,2642.86,6399373.81,2015-03-24
3917,2.0544,1019,283832.33,253512.39,18.48,6461.4,2277.3,5216821.37,2015-03-25
3918,1.9196,1021,285745.4,255615.26,18.61,6192.76,2131.95,4878979.48,2015-03-26
3919,1.6091,1021,286537.0,256117.77,18.66,5097.44,1753.7,4089919.73,2015-03-27
3920,2.2206,1021,294024.38,263429.45,19.15,6933.87,2270.5,5652417.61,2015-03-30
3921,2.2076,1021,291276.35,260655.98,18.97,7222.24,2414.44,5619607.55,2015-03-31
3922,1.7638,1021,296214.45,264841.39,19.29,5942.09,1892.91,4489975.22,2015-04-01
3923,1.8854,1021,297678.8,265708.47,19.38,6330.77,2151.44,4799521.15,2015-04-02
3924,1.8627,1021,300802.98,268232.41,19.58,6368.98,2066.15,4741870.99,2015-04-03
3925,2.2435,1021,308504.13,275008.02,20.08,7480.68,2378.54,5711257.94,2015-04-07
3926,2.4301,1021,311213.7,277486.12,20.26,8407.44,2687.74,6186266.88,2015-04-08
3927,2.2999,1021,308342.66,274877.3,20.07,8184.43,2609.12,5855042.15,2015-04-09
3928,1.9086,1021,314021.74,279723.59,20.45,6706.12,2080.67,4858773.0,2015-04-10
3929,2.3298,1021,321161.6,286392.03,20.9,7865.23,2498.65,5935122.21,2015-04-13
3930,2.3805,1021,322181.19,287383.48,20.97,8112.93,2758.48,6064330.82,2015-04-14
3931,2.4066,1021,317734.01,284359.77,20.72,7728.78,2767.23,6131031.77,2015-04-15
3932,2.1596,1021,326816.44,292459.49,21.29,7114.16,2419.95,5502921.96,2015-04-16
3933,2.7535,1021,334177.89,299220.03,21.76,9161.05,2898.89,7016857.48,2015-04-17
3934,3.3623,1021,328646.07,294460.22,21.4,11476.29,3707.21,8568769.6,2015-04-20
3935,2.4916,1021,334682.78,299455.81,21.78,8638.28,2862.59,6352097.41,2015-04-21
3936,2.6696,1024,343026.23,306695.95,22.32,9775.31,3075.69,6806669.6,2015-04-22
3937,2.6278,1027,344331.74,307715.17,22.39,9659.06,3165.47,6701135.22,2015-04-23
3938,2.4688,1030,342857.83,306607.06,22.29,9179.24,3046.8,6303713.85,2015-04-24
3939,2.638,1031,353505.02,316755.1,22.97,9807.34,3153.12,6737844.44,2015-04-27
3940,3.0064,1032,349777.4,313580.07,22.72,10624.87,3596.52,7680375.44,2015-04-28
3941,2.0342,1032,349801.6,312912.75,22.72,7523.76,2589.54,5196735.29,2015-04-29
3942,2.063,1032,347199.84,310312.55,22.55,7748.75,2601.03,5270851.3,2015-04-30
3943,1.9372,1032,350006.42,312862.86,21.4,7196.2,2487.74,4950496.19,2015-05-04
3944,2.2353,1032,336241.25,300348.73,20.54,8049.77,3050.31,5715369.01,2015-05-05
3945,1.8792,1032,330993.71,295574.58,20.22,7164.58,2523.16,4807045.34,2015-05-06
3946,1.5366,1032,321766.93,287260.33,19.66,5399.26,2054.45,3931325.74,2015-05-07
3947,1.5503,1032,329185.97,293708.13,20.11,5602.95,2012.15,3969520.28,2015-05-08
3948,1.9037,1032,339048.98,302166.13,20.72,7148.82,2386.2,4876151.54,2015-05-11
3949,2.0364,1032,344184.07,306145.61,21.04,7944.93,2637.08,5218143.76,2015-05-12
3950,2.022,1034,342764.75,304518.89,20.92,7970.81,2762.21,5189103.51,2015-05-13
3951,1.7481,1034,343176.87,304306.89,20.92,6707.46,2404.92,4487481.32,2015-05-14
3952,1.6972,1037,337877.51,299812.6,20.58,6650.8,2453.71,4375620.25,2015-05-15
3953,1.4665,1041,335840.42,297058.4,20.45,5934.53,2118.67,3781072.29,2015-05-18
3954,1.6894,1041,346512.83,306401.17,21.11,6942.08,2369.63,4356903.95,2015-05-19
3955,1.9993,1039,344912.55,304318.06,21.08,8061.97,2833.86,5130244.42,2015-05-20
3956,1.8138,1038,351698.57,309720.23,21.49,7295.33,2631.98,4652717.85,2015-05-21
3957,2.5524,1038,361944.75,318297.34,22.11,10071.34,3447.81,6548801.6,2015-05-22
3958,2.6624,1038,374450.99,329087.44,22.87,10814.63,3510.31,6836154.91,2015-05-25
3959,2.7656,1038,382004.42,334909.79,23.33,11427.58,3795.2,7101101.09,2015-05-26
3960,2.6497,1042,384581.42,335965.99,23.47,11168.0,3807.06,6805697.89,2015-05-27
3961,3.0391,1046,358884.98,312691.18,21.95,12463.67,4428.29,7809085.03,2015-05-28
3962,2.3688,1049,359144.98,312926.77,21.92,9543.56,3366.05,6103781.62,2015-05-29
3963,2.3035,1049,377555.44,328243.26,23.03,9351.54,3078.61,5936260.15,2015-06-01
3964,2.4175,1049,384009.94,333814.11,23.42,9989.54,3503.07,6229690.52,2015-06-02
3965,2.3708,1049,384839.93,334842.12,23.47,10110.69,3629.52,6117017.44,2015-06-03
3966,2.6022,1049,390529.62,341022.17,23.86,10517.34,3816.14,6743236.46,2015-06-04
3967,2.9755,1049,397058.11,346561.61,24.22,12325.28,4207.73,7716422.89,2015-06-05
3968,3.2868,1049,406026.9,355723.16,24.77,13080.47,4444.57,8527133.89,2015-06-08
3969,2.8127,1049,404544.82,353910.62,24.69,11523.22,3985.62,7297085.82,2015-06-09
3970,2.2965,1050,404443.42,352812.83,24.65,10075.51,3481.68,5967925.65,2015-06-10
3971,2.169,1053,406007.96,353812.76,24.72,9762.13,3446.13,5643485.9,2015-06-11
3972,2.3998,1054,409659.24,356902.15,24.93,10603.8,3747.01,6249377.44,2015-06-12
3973,2.4465,1054,401730.98,350141.65,24.43,10655.34,3873.66,6374303.91,2015-06-15
3974,2.1151,1054,387618.51,337710.96,23.6,8972.66,3415.94,5512397.43,2015-06-16
3975,2.0533,1054,394547.6,343879.19,23.99,8290.69,3148.11,5356295.35,2015-06-17
3976,1.9436,1054,380273.15,331220.19,23.12,7860.91,3162.49,5071333.07,2015-06-18
3977,1.7272,1054,357155.1,310381.42,21.7,6841.78,2733.25,4511918.93,2015-06-19
3978,1.8091,1054,364937.95,317518.2,22.2,6929.62,2711.25,4726457.0,2015-06-23
3979,2.0747,1054,374410.96,325603.34,22.75,8148.49,2968.88,5422636.16,2015-06-24
3980,2.1881,1054,361539.84,314434.58,21.96,8653.24,3238.63,5719218.11,2015-06-25
3981,2.1522,1055,337280.83,291156.87,20.43,7861.42,2944.39,5630473.19,2015-06-26
3982,2.5645,1058,327026.22,282764.04,19.79,9037.23,3326.98,6720817.82,2015-06-29
3983,2.6959,1061,345397.81,299027.9,20.92,9402.35,3566.18,7070850.43,2015-06-30
3984,2.2787,1062,327596.19,283411.48,19.85,8377.33,3298.18,5977529.38,2015-07-01
3985,2.2276,1062,316108.37,274678.44,19.18,7351.26,2749.18,5844619.71,2015-07-02
3986,2.0801,1062,297999.29,259213.79,18.09,6465.62,2523.5,5458368.61,2015-07-03
3987,3.1546,1062,305588.47,267131.93,18.6,9415.78,3193.41,8285809.21,2015-07-06
3988,2.6557,1062,303418.75,264964.66,18.4,7754.38,2421.86,6977277.63,2015-07-07
3989,2.5869999999999997,1062,285399.46,249233.6,17.31,7002.11,1844.57,6798337.96,2015-07-08
3990,2.4899,1062,302119.68,263698.15,18.32,6720.23,2720.84,6546270.3,2015-07-09
3991,2.225,1062,315885.17,275093.32,19.14,6797.38,2454.48,5851649.35,2015-07-10
3992,2.4382,1062,323379.35,280112.38,19.57,7809.62,3182.91,6412816.96,2015-07-13
3993,2.541,1062,319618.51,276281.3,19.32,8285.52,3682.41,6684805.47,2015-07-14
3994,2.2784,1062,309951.81,269456.95,18.77,6993.81,3002.43,5995423.95,2015-07-15
3995,1.8633,1062,311011.64,270186.49,18.86,5688.75,2499.99,4907046.31,2015-07-16
3996,1.8214,1062,321970.57,278912.02,19.5,5920.8,2512.37,4802503.06,2015-07-17
3997,2.0389,1062,325530.9,282017.05,19.68,6878.0,2901.28,5380381.83,2015-07-20
3998,1.9079,1062,327574.62,283213.29,19.78,6459.65,2760.39,5034647.4,2015-07-21
3999,1.9786,1062,328405.12,283535.33,19.83,6791.78,2998.31,5221622.65,2015-07-22
4000,2.1306,1062,336501.36,289971.21,20.3,7427.67,3080.48,5623682.4,2015-07-23
4001,2.3724,1062,332168.58,286196.05,20.03,8422.47,3567.5,6262103.46,2015-07-24
4002,2.1019,1062,302031.47,259978.38,18.32,7203.66,3231.64,5548540.5,2015-07-27
4003,2.1223,1062,298871.8,257716.33,18.03,6838.03,2877.21,5613893.86,2015-07-28
4004,1.6364,1062,309182.96,266110.44,18.64,5565.04,2401.52,4328635.65,2015-07-29
4005,1.7262,1062,302382.65,260315.8,18.23,6150.62,2726.36,4566281.46,2015-07-30
4006,1.3330000000000002,1062,298960.52,257283.18,18.04,4626.83,1985.99,3526234.4,2015-07-31
4007,1.3713,1062,295687.73,254373.87,17.85,4451.86,1919.04,3627722.88,2015-08-03
4008,1.3675,1062,306575.54,263453.39,18.5,4632.85,2186.05,3617602.99,2015-08-04
4009,1.3812,1062,301520.22,259174.72,18.19,4832.24,2306.01,3654748.04,2015-08-05
4010,1.034,1062,298825.88,257076.71,18.02,3573.87,1770.23,2736496.46,2015-08-06
4011,1.2843,1062,305588.91,262713.66,18.42,4452.25,2047.86,3399032.89,2015-08-07
4012,1.8742,1062,320628.13,275659.39,19.32,6521.69,2740.56,4962643.04,2015-08-10
4013,2.0314,1062,320628.69,275533.56,19.31,7117.25,3062.99,5378757.35,2015-08-11
4014,1.6680000000000001,1062,317229.97,272771.5,19.1,5964.52,2637.22,4416686.21,2015-08-12
4015,1.6198,1062,322853.2,277362.84,19.42,5778.93,2569.45,4289849.27,2015-08-13
4016,1.7630000000000001,1062,323738.61,277946.52,19.47,6467.42,2783.33,4669602.13,2015-08-14
4017,1.736,1062,326163.76,279781.04,19.58,6263.21,2718.94,4598315.86,2015-08-17
4018,2.0477,1062,306127.59,263445.18,18.39,7214.8,3399.36,5424181.61,2015-08-18
4019,1.7917,1062,309963.88,266478.27,18.61,5991.06,2828.34,4746005.03,2015-08-19
4020,1.4874,1062,299345.13,257759.89,17.99,5071.4,2398.09,3942494.12,2015-08-20
4021,1.4103,1062,286552.3,247111.18,17.23,4553.19,2285.2,3738105.99,2015-08-21
4022,1.2623,1062,262383.0,226584.17,15.77,3596.91,1607.07,3354271.1,2015-08-24
4023,1.3254,1062,242278.06,209248.71,14.56,3598.71,1554.99,3522197.32,2015-08-25
4024,1.75,1062,239279.64,207072.18,14.41,4610.5,2413.7,4652909.62,2015-08-26
4025,1.5017,1062,252056.4,218248.18,15.19,4036.89,2054.72,3992619.78,2015-08-27
4026,1.6631,1062,264307.82,228355.25,15.92,4741.13,2260.16,4421690.97,2015-08-28
4027,1.4908,1062,262182.84,227543.67,15.81,4307.05,2069.43,3967342.08,2015-08-31
4028,1.6230000000000002,1062,258992.95,225702.13,15.64,4203.66,1869.92,4318987.43,2015-09-01
4029,1.6433,1062,258330.83,225615.19,15.63,4228.0,1850.02,4372990.07,2015-09-02
4030,1.1108,1062,251862.0,219303.91,15.21,3024.33,1622.82,2958294.58,2015-09-07
4031,0.9558,1062,259371.41,225269.23,15.65,2635.13,1484.08,2545714.73,2015-09-08
4032,1.4068,1062,265461.08,230176.31,16.01,4129.51,2005.13,3748142.21,2015-09-09
4033,1.0219,1062,261881.61,227964.04,15.8,2991.49,1577.13,2725143.26,2015-09-10
4034,0.8394,1062,262143.47,227935.11,15.8,2524.0,1329.21,2238451.33,2015-09-11
4035,1.295,1062,255131.87,222860.64,15.4,3728.85,1862.41,3455248.61,2015-09-14
4036,0.9324,1062,246272.0,215271.92,14.87,2438.32,1388.84,2488294.66,2015-09-15
4037,1.0364,1062,258145.83,225102.12,15.59,2814.44,1556.8,2766103.37,2015-09-16
4038,1.186,1062,252702.1,220404.05,15.26,3370.68,1804.58,3168242.15,2015-09-17
4039,0.7811,1062,253848.41,221251.4,15.32,2181.46,1204.51,2087088.94,2015-09-18
4040,0.8962,1062,258614.78,225007.44,15.6,2597.27,1385.99,2394927.16,2015-09-21
4041,1.0266,1062,261019.23,226947.3,15.75,3048.67,1588.02,2743431.66,2015-09-22
4042,0.8818,1062,255083.59,221773.89,15.4,2571.69,1421.5,2356579.67,2015-09-23
4043,0.7945,1062,257393.88,223656.69,15.53,2311.66,1250.2,2124995.62,2015-09-24
4044,0.8809,1062,253284.62,220683.37,15.29,2486.17,1413.02,2357332.59,2015-09-25
4045,0.5846,1062,253958.35,220950.45,15.33,1663.73,939.7,1564774.75,2015-09-28
4046,0.6088,1062,248738.98,216434.65,15.02,1696.16,1008.54,1630688.77,2015-09-29
4047,0.5462,1062,250107.07,217622.68,15.1,1565.13,869.05,1464469.32,2015-09-30
4048,0.8719,1062,257737.27,224021.68,15.54,2587.46,1209.81,2338018.22,2015-10-08
4049,0.8736,1062,260891.98,226952.62,15.74,2561.83,1260.43,2344141.03,2015-10-09
4050,1.4327,1062,269425.28,234214.01,16.25,4349.04,1898.69,3851262.38,2015-10-12
4051,1.1039,1062,269458.97,234081.14,16.27,3347.65,1586.89,2968976.05,2015-10-13
4052,1.0913,1062,267413.92,232995.31,16.12,3297.94,1636.49,2943672.17,2015-10-14
4053,1.172,1062,273694.95,238206.96,16.48,3625.65,1638.46,3161640.26,2015-10-15
4054,1.4669,1062,277978.4,241809.94,16.74,4611.11,2037.29,3957776.96,2015-10-16
4055,1.3979,1062,277697.02,241572.24,16.72,4528.02,2040.84,3773539.49,2015-10-19
4056,1.1792,1062,280865.37,244222.99,16.91,3831.98,1723.52,3183208.07,2015-10-20
4057,1.6935,1062,272077.28,237761.93,16.42,5177.84,2392.06,4571823.21,2015-10-21
4058,1.1955,1062,276146.43,240630.55,16.64,3748.51,1738.77,3227484.16,2015-10-22
4059,1.2847,1062,279847.76,243679.43,16.85,4249.05,1858.46,3469373.22,2015-10-23
4060,1.3499,1062,281290.56,244907.37,16.93,4533.16,1948.84,3646173.1,2015-10-26
4061,1.2103,1062,281703.27,245217.55,16.95,4081.55,1882.79,3269513.51,2015-10-27
4062,1.0843,1062,276794.95,241070.24,16.66,3612.33,1708.6,2928934.69,2015-10-28
4063,0.8694,1062,277781.49,241863.61,16.71,2939.35,1355.06,2348369.75,2015-10-29
4064,0.8974,1062,277369.36,241305.04,16.69,3063.08,1382.71,2424181.79,2015-10-30
4065,0.8494,1062,272893.29,237145.97,16.43,2847.64,1365.56,2294709.16,2015-11-02
4066,0.7119,1062,272586.06,236266.34,16.41,2439.75,1183.73,1923203.87,2015-11-03
4067,1.251,1062,284358.47,246274.98,17.12,4255.3,1799.18,3379691.21,2015-11-04
4068,2.0447,1062,289569.28,250915.55,17.43,6780.78,2576.78,5523917.06,2015-11-05
4069,1.5867,1062,295035.43,255475.0,17.77,5432.22,2043.76,4287202.84,2015-11-06
4070,1.8569,1062,299791.29,259655.2,18.05,6357.31,2357.35,5019285.42,2015-11-09
4071,1.5868,1062,299263.91,259104.93,18.02,5595.75,2183.65,4289125.97,2015-11-10
4072,1.3326,1062,300137.82,259326.58,18.06,4675.1,1898.04,3602422.96,2015-11-11
4073,1.3372,1062,298704.26,257511.48,17.97,4831.96,2002.85,3614856.69,2015-11-12
4074,1.275,1062,293967.47,253853.61,17.71,4679.61,1996.74,3446605.61,2015-11-13
4075,1.0144,1062,296347.24,256120.27,17.83,3687.27,1569.2,2751126.29,2015-11-16
4076,1.4111,1062,296418.28,256068.78,17.83,5209.28,2120.31,3828751.26,2015-11-17
4077,1.0975,1062,293432.96,253912.46,17.64,3923.1,1699.26,2978010.08,2015-11-18
4078,0.9135,1062,297371.03,257115.54,17.88,3284.65,1373.29,2478834.31,2015-11-19
4079,1.1493,1062,298739.83,258029.26,17.95,4143.96,1708.64,3119117.63,2015-11-20
4080,1.1671,1062,297159.79,256754.7,17.86,4145.91,1824.28,3167573.54,2015-11-23
4081,0.9153,1062,297829.5,256816.19,17.9,3276.27,1480.97,2484334.46,2015-11-24
4082,1.0036,1062,300470.19,259125.13,18.06,3804.74,1588.26,2723962.64,2015-11-25
4083,1.1287,1062,299462.8,258291.01,17.99,4258.75,1827.9,3063662.3,2015-11-26
4084,1.3002,1062,283034.19,244473.45,17.0,4632.9,2160.12,3529287.99,2015-11-27
4085,1.1129,1062,283792.09,245007.14,17.04,3856.67,1764.12,3021234.29,2015-11-30
4086,0.9253,1062,284779.58,245940.47,17.1,3293.46,1471.1,2512058.61,2015-12-01
4087,1.1076,1062,291467.06,252344.02,17.52,3685.68,1573.65,3007027.89,2015-12-02
4088,1.0328,1062,295423.39,255754.52,17.76,3383.97,1420.17,2805830.71,2015-12-03
4089,0.9225,1063,290893.68,251306.75,17.47,3189.9,1446.31,2506899.67,2015-12-04
4090,0.7711,1063,292016.3,252222.9,17.52,2845.61,1250.06,2095933.91,2015-12-07
4091,0.8234,1063,286517.26,247548.2,17.19,2974.35,1399.38,2238051.15,2015-12-08
4092,0.7153,1066,286983.79,247745.28,17.2,2669.35,1248.38,1944331.04,2015-12-09
4093,0.7326,1068,285633.04,246483.72,17.12,2783.46,1283.74,1991389.24,2015-12-10
4094,0.6695,1068,283888.75,244929.48,17.02,2442.7,1157.09,1820014.03,2015-12-11
4095,0.7871,1068,290889.56,250912.16,17.46,2782.92,1285.29,2140298.89,2015-12-14
4096,0.7317,1068,290310.68,250040.39,17.41,2753.55,1256.83,1990377.48,2015-12-15
4097,0.708,1068,290789.69,250230.94,17.43,2646.56,1217.59,1925992.4,2015-12-16
4098,1.0377,1068,296444.21,254537.05,17.77,3803.62,1620.18,2823151.63,2015-12-17
4099,1.0017,1068,296367.28,254679.8,17.76,3645.79,1591.57,2725443.37,2015-12-18
4100,1.0966,1068,301860.35,259496.35,18.09,3972.71,1598.42,2984197.83,2015-12-21
